Poste Description,Niveau Étude
 Vos principales missions en tant que Technicien Service Desk : Résoudre les incidents techniques du client ; Assurer le traitement des demandes des utilisateurs (Appels + E-mails) ; Maintenir le dialogue entre les différents niveaux de support ; Contribuer à l'amélioration continue du service et respecter les engagements contractuels et les règles de sécurité du groupe.,Bac+2
" ACTIVITES PRINCIPALES • Réserver le meilleur accueil aux clients et aux non-clients, les renseigner ou les orienter vers le bon interlocuteur. • Etre en charge d’une caisse dirhams et/ou devises et/ou Guichet Automatique Bancaire de façon permanente et effectuer des opérations de retraits, versements et passations d’espèces voire d’échange de monnaie dans le cas d’une caisse principale. • Exécuter et saisir les opérations de caisse (remises de chèques, virements, demandes de chéquiers etc.). • Assurer du bon déroulement de l’opération. • Procéder quotidiennement à l’arrêté comptable de la caisse. En cas de différence entre le montant de l’encaisse et celui des opérations saisies, rechercher les causes d’erreur, après en avoir informé sa hiérarchie et procéder à une régularisation. • Enregistrer les réclamations de la clientèle, en informant sa hiérarchie et en assurer éventuellement le traitement dans son domaine de compétence. • Proposer et/ou réaliser des ouvertures de comptes ou placements simples de produits de base (cartes, assurances etc.). • Avoir la responsabilité de la caisse, de la gestion des moyens de paiement dans le respect des règles organiques, des règles de sécurité et des pouvoirs délégués dans le cadre de sa juridiction. • Informer sa hiérarchie des opérations remarquables. • Assurer la gestion des encaisses et s’efforcer à réduire au maximum les immobilisations.",Bac+3
" • Vous déployez la politique RH validée par la direction (accompagnement du collaborateur dans son parcours dans l’entreprise, politique de santé et de sécurité) • Vous conduisez les entretiens RH et veillez au maintien d’un bon climat social • Vous conseillez les opérationnels sur tous les domaines des RH (législation sociale, droit du travail, recrutement, formation, rémunérations, etc.) • Vous participez à l’animation des événements organisés • Vous pilotez le développement RH de votre périmètre (étudier les besoins en matière de formation ou de recrutement ou de gestion des carrières ou de communication interne) • Vous supervisez l’administration de la paie et veillez à l’application du règlement intérieur et des principes légaux (pointage, retard, absences, congès et sanctions y afférant • Vous suivez et contrôlez les process d’évaluation de performance des collaborateurs • Vous participez à l’imprégnation de la culture d’entreprise • Vous effectuez des visites inopinées des différents showrooms et dépôts • Vous supervisez l’agence de sécurité ainsi que leurs différentes équipes (surveillance, pointage, compte-rendu) • Vous supervisez et validez avec le directeur commercial les déplacements du personnel ainsi que les pointages et les trackings des véhicules",Bac+5
" Para nuestro desarrollo continuo, contratamos a asesores de servicio al cliente hispanohablantes. Su misión será atender a los clientes y responder a sus necesidades. Riguroso y apasionado de la relación con el cliente, tu misión será asesorar a los clientes y proporcionarles las respuestas adaptadas a sus necesidades. Gestionar las cuentas de los clientes; Redactar mensajes atentos y precisos o personalizar las respuestas preparadas a los correos electrónicos de los clientes. Trabajar de forma proactiva y autónoma para alcanzar objetivos y metas. Tras un curso de formación inicial remunerado , te beneficiarás de un ciclo de formación continua diseñado para promover tu carrera dentro de una empresa multinacional que te ofrece las oportunidades y los medios para crecer. ¡Solicite y únase a nosotros para una aventura profesional extraordinaria! Título de bachillerato o superior. - Nivel avanzado de español - Primera experiencia en un centro de llamadas - Conocimientos de informática - Excelente capacidad de comunicación oral, escrita y auditiva en los idiomas que habla Personalidad motivada y entusiasta - Capacidad de organización, planificación y priorización - Paciencia, empatía y una capacidad única para manejar el estrés - Preferiblemente personas que vivan en Rabat y Regiones. Avantages sociaux et autresLe aseguramos : - Una carrera profesional - Un programa de desarrollo profesional - Un alto nivel de formación; - Una curva de aprendizaje creciente con retos profesionales gratificantes. Todas nuestras oportunidades están también disponibles para las personas con discapacidad. Como todos los puestos de nuestra empresa, este puesto está abierto a personas con movilidad reducida",Bac+1
" - Participation active au processus de recrutement, garantissant la sélection de candidats de qualité. - Suivi rigoureux des intégrations des nouvelles recrues pour assurer une transition en douceur dans l’entreprise. - Gestion des évaluations périodiques des employés après leur intégration, afin de surveiller et favoriser leur développement continu. - Mise à jour régulière des descriptions de poste pour refléter l’évolution des compétences et des métiers au sein de l’entreprise. - Collaboration à la mise en œuvre du plan de formation, contribuant au développement des compétences de l’équipe. - Participation à la gestion des évènements RH, renforçant la culture et l’engagement au sein de l’entreprise. - Réalisation de reportings hebdomadaires à la hiérarchie, assurant une communication efficace et un suivi des progrès.",Bac+5
" Missions : - Assurer l’étude des projets attribués à la Direction Partenariats et Financement ; - Identifier, proposer en collaboration avec le chargé de partenariat et les entités concernés de la FMPS, de nouveaux projets à intégrer dans la banque de projet de la fondation ; - Participer aux réunions de la présentation de la banque de projet de la FMPS ; - Assurer, en collaboration avec le chargé de partenariat, le montage des projets de financement avec les partenaires ; - Elaborer les montages financiers et les budgets prévisionnels des nouveaux projets relevant de son périmètre ; - Assurer le suivi de la mise en œuvre des projets de son périmètre ; - Assurer le suivi des financements des projets/programmes ; - Préparer et présenter les dossiers et les rapports d'avancement et de suivi des projets ; - Participer à l’élaboration des rapports d’activité.",Bac+5
" Mission de poste : En tant que Contrôleur Interne, vous jouerez un rôle clé dans la réalisation des objectifs stratégiques et opérationnels du Groupe, contribuant au renforcement de la notion de maîtrise des risques au sein du Groupe. Responsabilités : Volet 1 : Conception Et Déploiement Du Dispositif De Contrôle Interne - Organisation et animation du dispositif de contrôle interne : définition des objectifs, sensibilisation et mobilisation des acteurs, planification des travaux, élaboration des référentiels. - En lien avec la Direction générale, définition et diffusion des orientations générales : feuilles de route annuelles, notes internes, support de présentation… - Analyse des risques : renseignement et actualisation de la cartographie des risques en lien avec les managers et les différents référents fonctionnels. - Conception et participation à la mise en œuvre des activités de contrôle, analyse des résultats obtenus - Elaboration, actualisation et pilotage de la mise en œuvre du plan d’action. - Mise en place des outils de pilotage associés : tableaux de bord et de suivi, indicateurs… - Favoriser la compréhension des enjeux et le discernement des collaborateurs par la diffusion d'outils, la formation et l'échange de bonnes pratiques. - Organisation, rédaction et actualisation de la documentation du contrôle interne : organigrammes fonctionnels, notes de procédures, plan de contrôles, grilles de contrôles, charte de contrôle interne… - Réalisation des rapports et évaluations périodiques du dispositif de contrôle interne Volet 2 : Evaluation De L’efficience Du Dispositif - Préparation et réalisation des contrôles de supervision : échantillonnage, réalisation des contrôles, analyse des résultats, identification des points d’amélioration et adaptation du dispositif de contrôle interne. - Réalisation d’autodiagnostics et/ou d’audits de processus : évaluation du déploiement et de la pertinence du dispositif de contrôle interne sur un périmètre fonctionne. - Evaluation de la maturité du dispositif et de l’évolution du degré de maîtrise des risques. - Rendre compte à la Direction générale et présentation des résultats aux managers et référents Volet 3 : Participation à la gouvernance et restitution des résultats du contrôle interne - Organisation et administration de la comitologie dédiée au contrôle interne. - Présentation des résultats et des outils de pilotage (cartographie des risques et plan d’actions) aux instances de France compétences. - Renseignement et analyse des tableaux de bord de contrôle interne. - Information régulière de la Direction Générale sur les travaux menés et l’avancement des plans d’actions - Participation aux travaux de certification des comptes Compétences Requises : • Qualités de communication et de rédaction • Esprit de synthèse • Rigueur et esprit critique • Autonomie et capacité d’organisation de son travail • Prise d’initiative • Capacité à travailler en équipe • Dynamisme et enthousiasme • Pragmatisme, qualités de « terrain » • Connaissances transverses Pourquoi nous choisir ? GBM vous offre des opportunités exceptionnelles afin que vous puissiez exploiter pleinement votre potentiel. Nos valeurs fondamentales, centrées sur la proximité, l'agilité, la transversalité et l'éthique, orientent notre approche et notre engagement envers la création d'un avenir meilleur.",Bac+5
" Nous sommes à la recherche d'un(e) Digital Media Manager talentueux (se) et motivé(e) pour rejoindre notre équipe Marketing et contribuer au développement continu de nos marques. Mission de poste : En tant que Digital Media Manager, vous jouerez un rôle clé dans la définition et la mise en œuvre de notre stratégie de communication digitale. Vous serez responsable de la gestion des réseaux sociaux, du Community Management, de la préservation de l'E-Réputation, et du développement du contenu pour nos sites web. Responsabilités : 1. Stratégie de Communication Digitale : Concevoir et mettre en œuvre une stratégie de communication digitale exhaustive englobant les réseaux sociaux, les sites web, les applications, et les partenariats avec des influenceurs. 2. Collaboration avec les Agences : Présenter la stratégie aux agences partenaires, assurer un suivi régulier, et coordonner la mise en œuvre opérationnelle avec ces dernières. 3. Exécution de la Stratégie : Mettre en place la stratégie définie et assurer le suivi des actions en collaboration étroite avec les agences impliquées. 4. Analyse des Résultats : Effectuer une analyse approfondie des résultats obtenus et des engagements générés par les différentes initiatives de communication digitale. 5. Gestion des Prestataires : Assurer un suivi rigoureux des prestataires externes, incluant les agences de communication, les agences digitales/créatives, et les boîtes de production, afin de garantir la qualité et l'efficacité des services fournis. 6. Relai de Communication Digitale : Être le point focal pour la diffusion et la promotion de toutes les initiatives liées aux marques du portefeuille, assurant ainsi une cohérence dans la communication digitale. 7. Gestion du Contenu Web : Collaborer étroitement avec les équipes concernées pour développer, améliorer, et maintenir le contenu des sites web de GBM et de ses marques, en accord avec la stratégie globale Compétences Requises : • Connaissance approfondie en marketing digital. • Expérience démontrée en Community Management. • Créativité et compétences en Trafic Management. • Maîtrise des outils informatiques liés au digital. • Expérience en Relation Presse et RP. • Excellentes compétences rédactionnelles (Copywriting). • Grand sens de l'éthique. Pourquoi nous choisir ? GBM vous offre des opportunités exceptionnelles afin que vous puissiez exploiter pleinement votre potentiel. Nos valeurs fondamentales, centrées sur la proximité, l'agilité, la transversalité et l'éthique, orientent notre approche et notre engagement envers la création d'un avenir meilleur.",Bac+5
" Assurer une bonne gestion du rayon, Atteindre les objectifs, marges, stocks, productivité, casse et taux de ruptures, Établir les plannings hebdomadaires, Organiser le travail de votre équipe et assurer son accompagnement, Respecter la politique commerciale du groupe / fidéliser la clientèle, Contrôler le respect des normes d'hygiène et de sécurité, Passer les commandes, les réceptionner et gérer le stock.",Bac+3
" Rattaché au Chef de la Section Réception et Accueil Client, le Conseiller de Service a comme mission: ? Assurer la phase de réception des clients et procéder à l&#39;ouverture de l&#39;Ordre de Réparation. ? Planifier les rendez-vous des clients en étroite collaboration avec l’Assistante de l’Accueil Téléphonique et de la Gestion des Rendez-vous. ? Garantir un bon niveau de satisfaction de la clientèle. ? Effectuer le classement des dossiers après-vente des clients.",Bac+2
" Mission principale : Gérer l’ensemble des projets transverses tout en veillant à l’application des règles en matière de santé et de sécurité au travail, éthique et de système anti-corruption Activités principales : Assurer le suivi des achats d’eau ; Assurer le suivi de l’exploitation et de la maintenance : - Des ouvrages eau potable (Réservoirs, stations de pompage) ; - Du réseau primaire d’eau potable ; - Des postes de modulation et le suivi de la gestion de pression dans le réseau d’eau potable ; - Des différents ouvrages et équipements d’assainissement (regards d’accès se trouvant sur les collecteurs primaires, dessableurs, bassins d’orage, déversoirs d’orage, ouvrages de déversement vers le milieu naturel, vannes) ; - Des stations de pompage et de relevage des eaux usées ; Assurer le suivi de la coordination avec le département travaux électromécanique et maintenance pour le maintien et le bon fonctionnement des équipements eau & assainissement ; Assister les Directions Préfectorales à la bonne gestion du réseau eau potable & assainissement ; Participer à la gestion des crises eau & assainissement ; Assurer le suivi de l’optimisation de l’autoconsommation eau et électricité des ouvrages eau et assainissement ; Assurer le suivi régulier de l’établissement des rapports d’activité et pilotage des indicateurs de performance, en rendant compte des résultats et des évolutions de l’exploitation et maintenance des réseaux et ouvrages Eau & Assainissement.",Bac+5
" Les missions Principales du Superviseur Confirmé sont : D’encadrer une équipe constituée d’une quinzaine de Conseillers, De monitorer la performance individuelle et collective de votre équipe, De garantir l’efficacité de votre équipe en développant leurs connaissances métier/produit, D’analyser les résultats de votre activité, afin de mettre en place des plans d’actions adaptés et nécessaires pour atteindre les résultats opérationnels, D’organiser votre management visuel, D’identifier les besoins de formation de vos collaborateurs, D’animer : les briefs collectifs et débriefs individuels ainsi que les réunions d’équipe, D’assurer et de contrôler le respect des procédures en vigueur sur l’activité et dans l’entreprise, De motiver et fidéliser vos collaborateurs, De faire respecter les règles de vie et les valeurs de l’entreprise",Bac+2
" To assist teachers in maintaining appropriate classroom procedures, activities and environment in order that students may learn effectively in a safe environment. KEY JOB TASKS/DUTIES/RESPONSIBILITIES: Professional Responsibilities: Provide translation in parent meetings as needed Attend required events, meetings and in-house trainings (incl Committees, school events, division, team/teacher CPT, etc) Establishes and maintains productive relationships with colleagues Respects the confidentiality of records and information regarding students, parents, and faculty and staff Instruction: Lead invitational groups est. by teacher, focused on targeted skills 1:1 student assistance as needed Substitute in absence of teacher Assist teacher with formative assessment/student understanding Contribute to positive classroom culture incl. activities and environment (doors, board, etc) Assist students with self management (agendas, folders, notebooks, etc) Assist in lesson and classroom preparation Student Supervision Assist in transitioning students to/from classes, dismissal, lunch/recess, nurse Assist in Specialist classes as needed Assist with PE (N-G2) Arrival/dismissal, lunch, recess duties as assigned Enforce classroom expectations, procedures, routines Resource Management Assist with photocopying Assist with classroom inventory Assist with classroom organization Maintain classroom library and resources Chromebook care",Bac+3
" Casablanca American School seeks a flexible and responsible substitute and cover teacher for its middle and high school students when regular teachers are absent. As a substitute, you will be responsible for carrying out the lesson plans left by the regular teacher. As a cover teacher, you will provide supervision and instruction for a class when needed on short notice. KEY JOB TASKS/DUTIES/RESPONSIBILITIES: Follow daily lesson plans and classroom routines in place by the regular teacher Supervise students in classrooms, halls, cafeteria, auditorium, etc. Communicate necessary information to the regular teachers regarding student performance and behavior Maintain classroom control and enforce school rules and administrative regulations Administer quizzes, tests, and assignments as directed Take attendance according to procedures Responsible for daily break and lunch duty Assist teachers with day-to-day routines and needs (photocopying, classroom prep)",Bac+3
 Missions: Le Cadre chargé de partenariats se doit de : - Assurer une veille permanente afin d'identifier les opportunités de partenariat ; - Evaluer les opportunités de partenariat en alignement avec la vision de la FMPS ; - Mener les réunions de présentation et de travail avec les partenaires et négocier les termes de partenariat en alignement avec les missions et objectifs de la fondation ; - Assurer le montage des projets de partenariats ; - Assurer la planification et l’animation des comités de suivi et de gestion des partenariats ; - Suivre la mise en œuvre des partenariats ; - Assurer l’élaboration du reporting mensuel des états de subventions ; - Évaluer les partenariats existants et proposer des améliorations pour renforcer les collaborations de la Fondation ; - Participer à l’élaboration des rapports d’activité.,Bac+5
" Le Chargé (e) de suivi administratif se doit de : - Gérer les tâches administratives liées aux activités de la Direction Partenariats et financements ; - Maintenir un fonds documentaire physique et numérique relatif aux projets, aux conventions, et courriers ; - Alimenter l’ERP par l’ensemble des données des conventions signées et des subventions ; - Assurer le suivi des signatures des conventions ; - Assurer la rédaction des courriers de la direction ; - Préparer, mettre en forme et réviser les documents, les rapports et les présentations de la Direction Partenariats et Financements.",Bac+2
" Mission Le Chargé RH assiste l’équipe HRBP sur le volet administratif RH au quotidien tout en garantissant un contact fluide avec les collaborateurs pour toutes leurs demandes administratives dans le respect des processus de travail et de la stratégie RH. • Répondre aux demandes administratives des collaborateurs au quotidien ; • Assurer l’envoi et le suivi du courrier RH ; • Assurer un suivi des absences et dresser un reporting mensuel par projet ; • Garantir une prise en charge des candidats après validation pour leurs contrats ainsi que leurs dossiers administratifs (analyser la complétude des dossiers, vérifier la conformité des pièces et relancer en cas de pièces manquantes) ; • Travailler sur des projets transverses selon le besoin ; • Distribuer les attestations de travail, salaire aux collaborateurs ; • Organiser et classer les documents du service",Bac+4
" Missions: • Créer, améliorer et mettre à jour régulièrement les capacitaires de chaque activité de l’entreprise en corrélation avec ses objectifs et son mode de facturation ; • Alerter sur des besoins en recrutement ou des besoins en décroissance d’effectifs pour chaque compte de l’entreprise ; • Consolider cette vision de chaque activité d’un point de vue entreprise afin de proposer d’éventuels basculements d’effectifs d’un compte à un autre ; • Faire le suivi statistique des prévisions d’appels pour chaque compétence de chaque compte comparativement aux appels réellement reçus (au mois, à la semaine, à la journée et par heure) afin de donner au planificateur le schéma à suivre en termes de poids semaine, jour ou tranche par jour à utiliser pour sa planification ; • Faire un suivi des incidents techniques ou clients impactant ces prévisions ou ces flux réels ; • Elaborer les tableaux de bords adéquats pour suivre les indicateurs quotidiens et les analyser (indicateurs à définir en fonction de chaque compte) ; • Réaliser des études et présenter les résultats et les recommandations ; • Calculer les tendances pour améliorer le gain de tous les indicateurs opérationnels ; • Automatiser la MAJ de ces tableaux de bord afin de faire le moins de manuel possible et passer ainsi, plus de temps sur l’analyse et les recommandations.",Bac+2
" Mission Rattaché au Responsable Achats, vous êtes en charge de: Co-rédiger les cahiers des charges et dossiers de consultation Coordonner le processus de consultation des fournisseurs & Appels d’offres : réception des devis, analyse des offres, sélection.. Négocier les prix, les délais et les modalités de paiement avec les fournisseurs Veiller à la bonne réalisation de conditions contractuelles négociées et arbitrer les litiges Coordonner les différents échanges et assurer l’interface entre les fournisseurs et prestataires Participer à l’élaboration des contrats & Conventions Constituer les dossiers achat et suivre leur transfert au service concernés (bons de commande, factures, avoirs…) Planifier et contrôler les livraisons avec les fournisseurs et valider les documents administratifs associés Suivre les commandes jusqu'à validation de la réception par le demandeur Elaborer un tableau de bord relatif au suivi de l’ensemble des opérations Achats et un reporting mensuel à votre hiérarchie Alimenter et actualiser la base de données fournisseurs et achat. Contribuer à l’évaluation des fournisseurs Prospecter, réaliser une veille marché et évaluer la capacité des fournisseurs à répondre aux impératifs de coûts, de délais, de qualité, de quantité Profil Recherché Titulaire d'un Bac +4/5 avec une spécialisation Achats, logistique ou une formation équivalente Vous justifiez d'une expérience de 3 à 5 ans dans la gestion des achats dans un contexte international Softskills Autonomie Sens de l’anticipation Esprit d’analyse Excellente maîtrise de l’outil informatique Excellent négociateur Aisance relationnelle Capacité à optimiser les tableaux de bord existants Sens de l'organisation et de planification Capacité à gérer le stress et les conflits",Bac+4
" Le département Materials science, Energie and nanoengineering (MSN) à l'université Mohammed VI polytechnique (UM6P) recrute un assistant de recherche en matériaux polymères. Le candidat intégrera MSN et devra travailler avec une équipe multidisciplinaire sur un projet de recherche qui s’articule sur le développement des nouveaux matériaux organiques fonctionnalisés. Ce travail inclus une partie bibliographique et une partie effectuée au laboratoire qui inclus : Réalisation des essais d’élaboration des matériaux organiques fonctionnalisés. Caractérisation physico-chimique Rédiger des rapports. La candidature devra comporter en plus d’un CV et d’une lettre de recommandation, un relevé de notes de Licence et de Master de l’étudiant, et un scan des diplômes obtenus. Le poste est pour une durée limitée, contrat à durée déterminée de 12 mois (renouvelable). Mohammed VI Polytechnic University is an institution dedicated to research and innovation in Africa and aims to position itself among world-renowned universities in its fields. The University is engaged in economic and human development and puts research and innovation at the forefront of African development. A mechanism that enables it to consolidate Morocco’s frontline position in these fields, in a unique partnership-based approach and boosting skills training relevant for the future of Africa. Located in the municipality of Benguerir, in the very heart of the Green City, Mohammed VI Polytechnic University aspires to leave its mark nationally, continentally, and globally.",Bac+5
" Dans le cadre du développement important de notre activité, nous recherchons avant tout des personnalités, des passionnés! Vous intégrez une équipe de développeurs, concepteurs, analystes et experts. Vous aurez l'opportunité de participer aux tâches suivantes : Analyse du besoin client ; Rédaction des spécifications techniques détaillées ; Conception et développement des nouvelles fonctionnalités et les interfaces ; Assurer la maintenance corrective et évolutive des applications ; Force de proposition lorsqu'il s'agit d'améliorer et optimiser certains processus de développement, ou lors des réflexions sur l'implémentation d'une fonctionnalité ; Assurer une veille technologique et partager les bonnes pratiques avec le reste de l'équipe ; S'assurer que les tests unitaires et d'intégration des modules livrés soient bien réalisés et conformes ; Apporter une assistance durant les phases de recette (qualification des incidents, corrections des anomalies...) ; Assurer la mise en production.",Bac+5
" We are looking for an After-sales assistant (H/F) for our partner Onity who is a one of the world's leading manufacturers of electronic locks for decades. Over the years, we have expanded our services and solutions to become a leader in innovative technologies, from online and offline electronic locks to electronic safes, minibars and energy management systems. Today, Onity is globally recognized as a trusted solutions provider with quality local service. Job Purpose: The After-sales assistant (H/F) is responsible for managing the aftermarket department while also be handling aftermarket activities of a specific business unit. Main functions of the position: Proactively collaborate in identifying customer needs ; Collaborate in the development and loyalty of the existing customer portfolio ; Follow up on customer requests, inquiries, offers and orders ; Administrative management of maintenance contracts (new regulations, modernization, quotation calculation,...) ; Management of reports and documentation ; Product and service promotions.",Bac+3
" Dans le cadre de son activité Business Services, PwC au Maroc recrute des Comptables Confirmés (H/F) à Casablanca. Missions et Responsabilités : • Assurer la réalisation des opérations comptables ; • Réaliser les travaux d’analyse de comptes comptables ; • Réaliser les travaux de rapprochements bancaires et produire les états correspondants ; • Réaliser les travaux de réconciliation d’opérations inter-filiales et produire les états correspondants ; • Préparer les états de déclaration de TVA et les dossiers de remboursement correspondants ; • Réaliser les travaux relatifs à la clôture comptable (provisions, OD, régularisations comptables...).",Bac+5
" The key responsibilities for this role will include: AP SAP transactions (checking invoices, scan via VIM, ensure correct booking, etc.) Intercompany booking (book intercompany transactions, ensure correct reconciliations, etc.) Month End Closing process (lead the month end closing accounting process, process month end accounting transaction for Goods/Materials in transit, ensure proper accruals) Accounts Justification & internal controls (perform internal controls and ensure compliance, AP Sub-ledger reconciliation with General Ledger) Management of Tax Declarations including VAT and local Taxes Active participation in the statutory audit of accounts",Bac+5
" ACTIVITES PRINCIPALES : Assurer le suivi médical des employés Contribuer à l’organisation technique du service Médical du travail, Assurer les visites médicales réglementaires Assurer une surveillance médicale spécialisée quand cela est requis Faire partie de comité d’hygiène et de sécurité de l’entreprise Participer aux missions d'hygiène et de sécurité Conseiller la direction en ce qui concerne les conditions de travail, l’hygiène et la sécurité, l’information sanitaire Veillez au respect des règles et lois en vigueur en termes de médecine du travail.",Bac+5
" Foundever recrute pour son site basé à Yaacoub EL Mansour des conseillers commerciaux en émission d’appels en charge de : • Développer le portefeuille clients, • Commercialiser et promouvoir des produits, • Détecter les besoins des clients, les conseiller et proposer des solutions adaptées à leurs besoins, tout en respectant une charte fixée par la direction, • Veiller à atteindre les objectifs qualitatifs et quantitatifs fixés par la direction.",Bac+1
" Le Groupe Foundever recrute pour son site basé à Casanearshore des conseillers clients en réception d'appels pour une grande entreprise en logistique qui auront pour missions: • Réceptionner les appels des clients. •Suivre une lettre, un Colissimo ou un envoi Chronopost • Ecouter et diagnostiquer leurs besoins afin de leur apporter la solution adaptée • Appliquer les process définis et maitriser l’utilisation des outils • Remonter toute information permettant d’identifier un dysfonctionnement ou d’améliorer une procédure • Contribuer à la bonne marche du service • Veiller à atteindre les objectifs qualitatifs et quantitatifs fixés par la direction.",Bac+1
" Nous sommes à la recherche d'un stagiaire orienté Marketing/Communication/Digital pour un stage de 3 à 6 mois, ayant un bon sens de communication et relationnel ainsi qu'un esprit d'équipe et d'apprentissage.",Bac+4
" Vous aurez pour mission de gérer les inscriptions et réinscriptions des étudiants ainsi que leurs dossiers de l’inscription jusqu’à la diplomation et de mettre à jour le SI Scolarité. Suivi des dossiers des étudiants : Participation au guichet unique : inscription, réinscription, … Traitement des dossiers d’inscription et préparation des états des inscrits, Classement et archivage physique et électronique des dossiers d’inscription, Tenue des bases de données actualisées et complètes des étudiants à partir du système d’information de la scolarité, Suivi régulier de la réinscription des étudiants (emails de relances, consultation DAF…), Vérification et suivi des inscriptions et réinscriptions des étudiants internationaux, Remise et suivi des diplômes ; Alimentation et animation du système d’information de la scolarité (AGRESSO) pour répondre à toutes les requêtes administratives et pédagogiques ; Participation au montage du dossier ministériel ; Parfaite maitrise des plateformes dédiées à la scolarité (GADI, AGRESSO), Collaboration avec les autres entités",Bac+3
" The service would work in close relationship with the owner of the tool on the below topics: Tool evolutions – providing support to Service Manager to : Organize and run workshops with tool stakeholders, Write specifications and prioritize them in a backlog, Perform tests in pre-prod and production environments, Communicate changes to end-users Tool support : Run onboarding sessions for new users of the tool, Handle level 2 incidents related to functionality issues escalated by level 1: investigate and diagnose incident, perform resolving actions and / or reassign to, development team and follow-up on the actions to ensure resolution is provided to end-users in a timely manner, Handle level 2 requests related to the tool functionalities or data, Document level 1 support processes. Tool and processes awareness : Planning and deploying change management actions to increase awareness of the tool among the group",Bac+5
" Notre multinationale recrute des chargé(e)s de clientèle francophones en réception d'appel pour un leader mondial en location des voitures. Votre mission consistera à: • Assurer une bonne gestion des différentes transactions clients • Répondez aux appels des clients et traitez leurs demandes de manière appropriée. Si le client appelle pour une réservation, vous vous efforcerez de convertir ce client en une vente confirmée. • Incarner, promouvoir et Valoriser l’image, les produits et les services de la marque. • Connaître, maîtriser et communiquer les procédures, les spécificités relatives aux différentes catégories de produits, les conditions générales de vente et les obligations légales • Être conforme avec la politique du groupe et les procédures en termes de sécurité et de confidentialité",Bac+2
" Poste ouvert au télétravail Quel sera votre rôle dans la #TeamDeloitte ? Vous aimez être mobile et n'aimez pas la routine ? Devenez Assistant(e) de direction chez DELOITTE Sous la responsabilité de la HRBP et des Responsables des Assistantes, vous interviendrez au quotidien auprès de diverses Associé(e)s dans le cadre de surcroit d’activité et de remplacement. Parmi les missions qui vous seront confiées : • Gestion d'agendas, • Organisation des réunions, des déplacements et voyages, d’évènements, • Gestion et suivi de la facturation, • Suivi administratif des dossiers clients, • Gestion et dépôt d’Appel d’Offres, • Gestion de l'archivage et du classement Liste non exhaustive",Bac+5
" Dans le cadre de notre expansion, nous sommes à la recherche d'un testeur fonctionnel QA qui aura pour mission de : Réaliser les tests fonctionnels. Définir et maintenir les plans de tests. Collaborer avec l’équipe de développement. Garantir la bonne qualité des versions et mises en production. Rédiger des reporting sur les problèmes constatés et proposer des solutions.",Bac+3
" The position of Cyber Security professor concerns disciplines such as networking, cybersecurity, risk Management, digital forensics, operating systems and related courses. This position may also require to teach secure web development Classes are face to face. Additional duties outside of regular teaching hours (research work, department administration activities, recruiting, phd student interviews etc.) will be required The faculty member(s) conducts college courses for Cyber Security students using a variety of appropriate teaching methods; meets all scheduled classes prepared to instruct; prepares materials to adequately evaluate student progress; reports midterm and final grades when appropriate; maintains accurate and adequate records; establishes regular office hours for student consultation. The successful candidate(s) will perform other related duties as assigned, which include, but are not necessarily limited to: advising students on academic curricula; serving on faculty committees; participating in faculty meetings; providing recommendations for preparation of departmental or divisional budgets; participating in the development of departmental curricula; and adhering to all institutional policies. The faculty member keeps up with developments in the field of cyber security and related fields by reading current literature, communicating with colleagues, attending workshops/training, publishing research articles and participating in professional conferences. Additional departmental or divisional assignments may be established where appropriate.",Bac+5
"  Sous la responsabilité du responsable recrutement, vous aurez pour missions : Présélectionner les candidatures reçues selon les critères demandés pour le poste Gérer les entretiens de présélection téléphonique Sélectionner les candidats sur la base des résultats et tests réalisés Accueillir et informer les candidats sur le parcours de recrutement, le poste, l’entreprise et ses avantages Assurer un suivi régulier des intégrations des candidats",Bac+5
" Directeur De Concession s’occupe : Pilote la stratégie managériale de la concession Veille aux respects des exigences de constructeur (stratégie),plus le standard et les objectifs émis par RCM Assure le bon fonctionnement de l'ensemble des services afin d'atteindre les objectifs supervise la trésorerie et la relation avec les banques Controle la bonne application des procédures Détermine les axes stratégiques de l'organisme, définir la politique et la décliner en objectifs Assure l'engagement vers l'amélioration continue Anime la revue de la direction Surveille et pilote des processus Assure le recouvrement des impayés",Bac+5
 Chef De Vente s’occupe : Encadrer et motiver l'équipe commerciale pour les aider à atteindre leurs objectifs de vente. Superviser les réseaux de vente. Veiller à la disponibilité des produits et au respect des délais de livraison. Relancer les impayés. Établir les tableaux de bord liés à l’activité commerciale Encadrer une équipe administrative pour le suivi des ventes. Superviser les dossiers de financement,Bac+3
" Votre mission s’articule autour des principaux axes suivants : - Être responsable de la tenue des comptabilités (imputation, saisie, analyse, états de synthèse…) - Établir les bilans - Établir les déclarations fiscales, comptables, sociales… - Garantir leur conformité - Participer à la mise en place et veiller au respect des procédures de contrôle interne - Préparer les reporting internes et projections de trésorerie.",Bac+4
