description_poste,niveau_étude
" Dans le cadre de notre développement, nous recrutons un(e) Intégrateur(trice) de contenus Web Anglophone. Vous aurez pour missions : Mise à jour des sites internet Mise en page des contenus Mise à jour de l’arborescence et de la navigation Contrôle qualité des pages avant publication Amélioration de l’accessibilité et du référencement des différents sites Assurer le support aux équipes MarCom en europe Identifier tous les éléments à modifier lorsqu’une mise à jour est demandée",Bac+2
" Au sein de la direction solution « Business Intelligence et mesure de la performance », la Direction de projets Business Intelligence Entreprise a pour mission de concevoir, développer et instancier des solutions de business intelligence pour le Domaine Entreprise d’Orange France (DEF). A ce titre, elle garantit : La bonne prise en compte des demandes ; Leur qualification, leur priorisation et leur suivi ; Pour les demandes priorisées, le cadrage du besoin, la définition périmètre couvert et l’instruction des jalons ; Pour le besoin faisant l’objet d’un projet SI, l’adéquation de la solution livrée avec le besoin exprimé. Dans le cadre d’une équipe de maitrise d’œuvre basée sur le site C2S- RABAT et d’un client basé sur le site Bonne Nouvelle Paris, votre mission consistera à être le référent technique des applications du domaine BI, et à participer aux travaux de conception /développement des évolutions priorisées par les métiers. A ce titre vous vous assurez de la conformité des composants logiciels, services ou applications livrés aux besoins spécifiés. Vos principales activités : En tant que Concepteur/Développeur, vos activités principales seront de : Développer, tester, documenter, livrer à l'équipe projet puis maintenir et gérer en configuration le composant logiciel (de la conception technique à la réalisation) dont vous avez la charge, pour le projet auquel vous contribuez, dans le respect des exigences (qualité, délai) du Plan de Développement de celui-ci, Acquérir et la compétence fonctionnelle du domaine nécessaire à la réalisation des développements, Analyser et traduire les besoins fonctionnels, non fonctionnels et proposer des solutions, Organiser le développement des logiciels et définir des modèles de logiciel (modèles de nouvelles architectures) en vous assurant de la robustesse de la solution, Participer au développement et au déploiement de méthodes, d’outils de développement logiciel, Proposer des développements et des recommandations en tenant compte de l’architecture logicielle en place, Accompagner, tutorer et être référent technique, Assurer une veille technologique sur les pratiques du domaine. En tant que Concepteur/Développeur sur le projet WII, vous participez à la réalisation des prototypes et de projets à forts enjeux business (activités BUILD), dans le domaine de la business intelligence, sur des technologies principalement basées sur la suite Microsoft BI (SSAS/SSRS/SSIS, Cubes,..). Vos activités principales seront de : Rédiger les spécifications détaillées des évolutions demandées, puis effectuer le développement et la qualification unitaire ; Acquérir la connaissance fonctionnelle de l’ensemble du domaine applicatif concerné ; Intégrer des applications dans le SI ; Mettre en œuvre de prototypes (Cube/Rapports) pour des restitutions métiers ; Entretenir un dialogue permanent avec ses correspondants sur les aspects conception et développement ; Assurer le suivi avec les équipes MOA sur l’ensemble des tickets d’incidents, des problèmes récurrents et des suivis de mise en production (activités RUN).",Bac+5
" Pour accompagner nos projets au sein du centre de services international de Casablanca, nous recrutons un Release Manager, qui aura pour missions : Planifier, structurer, organiser et animer des réunions; Être l’interface et l’interlocuteur privilégié entre les Ingénieurs de production et les MOE; Être engagé dans le collectif et participer à la création de l’esprit d’équipe Maroc – France; Gérer son portefeuille applicatif / projet; Contribuer à la réussite des projets tout en s’assurant de la maitrise des délais et de la qualité; Proposer des solutions d’automatisation et d’industrialisation tout en étant en veille des nouvelles technologies Orange.",Bac+5
" Dans le cadre de notre centre de services international à Casablanca nous recrutons un intégrateur technique avec la compétence développement Java Angular (confirmé), pour intervenir sur les différentes applications du périmètre ORCIP l’Outils pour la Relation Client Proactive Orange France. Vous allez prendre en charge et piloter les actions techniques du domaine. Avec une contribution sur le développement des évolutions sous Java. Vous serez l’interlocuteur principal de l’architecte technique, des exploitants, des intégrateurs techniques des applis partenaires. En tant qu’intégrateur vous aurez pour mission de : Interagir avec les parties prenantes des projets Participer à la définition des architectures techniques et des solutions logicielles Etablir la stratégie, concevoir, organiser et exécuter les tests (performance, sécurité, exploitabilité, expérience utilisateur...) Gérer les environnements VM Développer et maintenir dans GitLab, l’Intégration Continue (CI): en hors production et en production. Intégrer le logiciel (installer, assembler, configurer et déployer l’infrastructure) Apporter le support technique à l’équipe projet (PO, développeurs) Préparer et piloter les mises en production Piloter des incidents de production Contribuer à la chaine de soutien Vous serez amené également à contribuer sur le développement des évolutions : Analyse des spécifications fonctionnelles générales et propositions de solution Développer des évolutions sous Java / Spring / wicket, avec les Tests unitaires Rédaction de spécifications techniques L’analyse et la correction des anomalies Mise à jour de la documentation projet",Bac+5
" L'Architecte Logiciel joue un rôle essentiel dans la création et l'évolution de l'architecture logicielle d'une organisation. Il collabore avec les différentes parties prenantes pour comprendre leurs besoins et propose ensuite une architecture optimale pour les logiciels demandés. En travaillant en étroite collaboration avec les développeurs, l'Architecte Logiciel fournit une base solide pour la construction du logiciel. Selon les projets et la taille de l'entreprise, il peut également participer à la phase de programmation et superviser le travail des développeurs. Les missions de l’Architecte Logiciel sont variées et comprennent : - Effectuer des audits et des analyses de l'architecture existante, ainsi que prévoir les risques. - Concevoir l'architecture logicielle, tant au niveau fonctionnel que technique, en fonction des besoins exprimés. - Faire des review de code. - Assurer la cohérence entre la mise en œuvre effective et le modèle d'architecture recommandé. - Conseiller sur les bonnes pratiques et le respect des méthodologies. - Accompagner la MOA (Maîtrise d'Ouvrage) et la MOE (Maîtrise d'Œuvre) dans les décisions technologiques. - Effectuer une veille technologique afin de s'adapter en permanence aux évolutions du domaine.",Bac+5
" Dans le cadre de son expansion, CGI Technologies Rabat recrute un Développeur Python (H/F) Fonctions et responsabilités: Développer des fonctionnalités en utilisant la technologie Python; Travailler en étroite collaboration avec l’équipe produit afin de répondre au mieux aux besoins clients et à la stratégie de l’entreprise; Intégrer l’équipe fonctionnant en mode Agile Scrum; Réaliser des spécification techniques;",Bac+5
" Vos principales missions seront : Définir les besoins métier, clarifier et établir les spécifications technico-fonctionnelles générales et rédiger précisément le cahier des charges, Échanger avec les équipes techniques pour s'assurer de la faisabilité des solutions proposées et contribuer à la conception de la solution technique en accord avec les exigences, Gérer une équipe de 3 MOA, Planifier et diriger les réunions de projet pour évaluer l'avancement du projet et identifier les risques et les problèmes potentiels, Assurer la communication régulière des mises à jour et fournir les rapports nécessaires sur l'avancement du projet aux parties prenantes concernées, Coordonner avec les équipes de développement pour assurer la livraison des projets dans les délais impartis, Être capable d'identifier les problèmes dans le cadre des projets et des activités et proposer des solutions efficaces,",Bac+5
" Vos principales missions seront : Analyser les réclamations et les demandes de support. Gestion des incidents remontés par les opérateurs et les clients internes et externes. Traitement des alertes automatiques et suivi avec les équipes de développement. Assurer le monitoring de l’activité et remonter les anomalies. Assurer le support N1. Assurer le suivi de la résolution des incidents et des réclamations et mettre à jour la base des connaissances. Reporting hebdomadaire des incidents. Création et intégration des nouveaux services avec les outils fournis. Assurer la conformité des CDCs de création des nouveaux services. Gestion des comptes de messagerie et les Back-offices de gestion. Reporting hebdomadaire des tâches opérationnelles.",Bac+3
" Au sein de la Direction du Système d'Information, vous intégrerez l'équipe en charge de l'application qui motorise l'inter-connection internationale sur les domaines voix et messaging. En tant que Consultant Fonctionnel, vous serez en charge de : Développement, à terme, d'une expertise fonctionnelle transverse sur un sous-ensemble des modules de l'application, et plus particulièrement sur la gestion des pricelists opérateurs ; Soutien fonctionnel aux utilisateurs (commerciaux, administration des ventes, marketing, etc.) ; Paramétrages des offres des opérateurs tiers sur l'ensemble de leur cycle de vie ; Contrôle de la qualité des données (analyse des rejets, investigation des problèmes complexes, maintien de la cohérence des données) ; Proposition et mise en place d'automatisations permettant d'améliorer l'efficacité opérationnelle ; Contribution à la qualification des hotfixes/patches/releases de l'éditeur avec l'équipe MOE. Compétences techniques: 'Expertise fonctionnelle sur un progiciel IT Administration applicative Maîtrise outil Excel Pratique de SQL, du scripting Savoir lire des fichiers XML, des logs, suivre des traitements/jobs Compétences générales: Forte capacité d'analyse, goût pour l'investigation des problèmes complexes Curiosité et rigueur Capacité à communiquer vers des interlocuteurs de métiers différents Sens du client et du service, réactivité Pratique courante des langues anglaise et française. Serait apprécié: Compétences en scripting",Bac+5
" En tant qu’ingénieur DevOps, vous travaillerez à la fois sur les aspects de développement et d’exploitation de nos infrastructures et logiciels. Vous serez responsable de la mise en place et de la gestion des outils et des processus qui permettront à nos équipes de travailler plus efficacement et de manière plus collaborative. Vos tâches quotidiennes comprendront entre autres la mise en place, l’administration et le support de l’ensemble des systèmes déployés avec les différentes équipes (développeurs, support niveau 1-2, etc.). L’objectif sera également de s’assurer que les applications soient déployées rapidement et de manière fiable, tout en garantissant la qualité et la sécurité des données.",Bac+5
" Pour le compte de notre client, multinationale spécialisée en infogérance et intégration informatique, nous recherchons un Consultant SAP BO Data Services en Freelance pour une mission de 3 mois renouvelables à Casablanca. Au sein d'une équipe dynamique et internationale de consultants BI vous participerez selon votre profil aux activités ci-dessous : - Comprendre et analyser les besoins exprimés par le client ou par un consultant fonctionnel - Analyse des flux décisionnels existants - Réaliser les études de faisabilité, rédiger les documents de spécifications fonctionnelles et techniques - Procéder à la mise en place de la solution - Etre garant du bon fonctionnement des flux BI, assurer le monitoring de l’environnement de production, suivre la performance du système - Etre en charge des tests unitaires et tests d’intégration, rédiger les fiches de test - Prendre en charge et résoudre les incidents du domaine BI - Se conformer aux procédures en place pour la gestion des incidents, des anomalies et des évolutions",Bac+5
" Dans le cadre de notre développement, nous recrutons des Stagiaires PFE en systèmes et réseaux. Fonctions et responsabilités Au sein d'une équipe dynamique vous aurez pour missions: Maintien des services en condition opérationnelle ; Administration des services et infrastructures ; Rédaction de la documentation et procédure d’exploitation ; Intégration de nouvelles technologies au système d’information.",Bac+4
" En tant que Tech lead full stack, Vous intégrez une équipe agile. Les principales missions de ce poste sont : Soutenir les développements complexes sur un environnement en constante évolution, coordonner et suivre les phases de conception, architecture, développement et tests ; Comprendre les besoins clients dans le but de définir et concevoir les solutions les plus adaptées ; Prendre de la hauteur sur les problématiques techniques afin d'orienter l'équipe et anticiper les blocages, risques lors des phases de développement ; Assurer et garantir la production d'un code de qualité ; Contribuer à la construction des solutions CI/CD et d’automatisation de l’infrastructure (Infra as Code) ; Gérer les pipelines CI/CD et contribuer à la maintenance de l’infrastructure sous-jacente ; Gérer les processus de livraison de versions en coordination avec les Release managers et les développeurs ; Être le garant des processus d'intégration et de déploiement DevOps/DevSecOps ; Veiller à la bonne application des principes de Security by Design sur tous nos produits développés ; Avoir un véritable rôle de mentor auprès de votre équipe afin de l'accompagner, lui apporter du feedback et la former ; Participer à des développements sur des applications ; Réaliser les développements des demandes priorisées par les métiers ; À ce titre vous vous assurerez de la conformité des composants logiciels, services ou applications livrés aux besoins spécifiés ; Acquérir une connaissance fonctionnelle et technique sur les données du SI ; Analyser et challenger des spécifications produit ; Participer à la conception et aux choix techniques devant être mis en œuvre ; Contribuer au développement et à l’industrialisation d’outils de test des développements réalisés ; Contribuer à la gestion des différents environnements (matériels et logiciels) nécessaires à la production et aux tests des logiciels ; Entretenir un dialogue permanent avec ses correspondants sur les aspects conception, paramétrage et développement ; Participer au suivi avec les équipes MOA sur les tickets d’incidents, les problèmes récurrents et les mises en production (activités RUN).",Bac+5
" Le service que vous allez intégrer a pour mission principale d’assurer et gérer la relation avec les entités métiers présentes à Rabat (AXA France, AXA Direct France et AXA Assistance), en adressant et garantissant la bonne exécution des sujets IT (applicatifs et d’infrastructure) d' AXA Services Maroc Au sein de ce service, vous serez celui qui regroupe l'ensemble des compétences essentielles à la mise en œuvre et la coordination des projets IT ayant un impact sur les infrastructures informatiques et le poste de travail d’AXA Services Maroc. Vos principales missions : • Élaborer en collaboration avec les métiers les besoins clients et les cahiers des charges fonctionnels et techniques. • Évaluer la faisabilité technique en respectant la cohérence technologique et l’architecture du SI. • Chiffrer les projets et fournir une proposition technique / financière • Planifier et conduire un projet / programme ou un portefeuille de projets en assurant la coordination et les interdépendances dans le respect des engagements (qualité, délais convenus avec les parties prenantes). • Mettre en place et animer les gouvernances avec les parties prenantes des projets/programmes. • Assurer la coordination entre les métiers et les équipes technique (Network, Workplace, sécurité ..).",Bac+5
" Rattaché(e) au Head C&B MEA ; Scope MEA ; Missions : Communiquer et établir des rapports concernant les procédures et politiques RH ; Soutenir la direction RH et C&B sur des sujets liés à la rémunération et aux avantages ; Coordonner les activités liées à la gestion et à la mise en œuvre des plans de récompense et mettre en œuvre des actions visant à améliorer l'efficacité de l'administration et des processus du plan, ainsi que du service à la clientèle ; Contribuer aux enquêtes des salaires et les avantages des employés et faire rapport des conclusions / recommandations générales ; Contribuer à l'analyse et au reporting de la rémunération totale conformément aux exigences de reporting group ; Partager des informations avec des professionnels des ressources humaines et des spécialistes C & B.",Bac+5
" En tant que Business Developement Manager, vous aurez les missions suivantes : Vous êtes responsable d’une ligne de produits (Marque) informatique que vous aurez a promouvoir et à développer. Les indicateurs a suivre sont (CA, Marge, niveau et rotation de stock, nombre de clients fidélisés) . Il vous reviendra de suivre les indicateurs et de procéder au reporting régulier à la Direction Générale. Vous assurez aussi le conseil aux clients et l’aide à la vente à l’équipe commerciale et directement à nos clients.",Bac+5
" Votre mission est l'exploitation et l'evolution de LERP de gestion (Microsoft NAVISION) de l entreprise basées sur Microsoft SQL Server A ce titre, vos tâches principales sont : L'exploitation de l ERP (Navision) et diverses applications. Personnalisation de développement de modules complémentaires aux application de gestion existantes.. Proposition et mise en place de nouveaux modules. Formation et support aux utilisateurs et Rédaction des documentations techniques Participation active à la digitalisation des process et l'amélioration des outils d'ide à la décision. Veille technologique pour faire évoluer les applications de l'entreprise.",Bac+5
" En tant que Product Manager, vous aurez les missions principales suivantes : Etre responsable d’une ligne de produits (Marque) informatique pour laquelle vous serez le garant de la réalisation des objectifs (CA, Marge, niveau et rotation de stock) , du reporting et de la qualité des relations avec le partenaire fournisseur. Assurer aussi le conseil aux clients et l’aide à la vente à l’équipe commerciale et directement à nos clients.",Bac+5
" Vous êtes responsable d’une ligne de produits (Marque) informatique pour laquelle vous serez le garant de la réalisation des objectifs d’affaires, de la gestion des achts et du niveau du stock. Vous assurez la relation avec le fournisseur. Vous assurez aussi le conseil aux clients et l’aide à la vente à l’équipe commerciale.",Bac+5
" En tant que Conseiller Commercial , vous serez en charge de commercialiser notre gamme de produits auprès des revendeurs informatiques sur le marché national. La relation avec les clients sera principalement par telephone (Appels sortants et entrants). et emails. Vous serez responsable du suivi, du développement et de la fidélisation de nos clients. A ce titre, vos principales attributions seront de : Développer votre portefeuille clients, Fidéliser les clients existants, Promouvoir les produits et les services de Disty Technologies, Assurer une veille concurrentielle, Veiller à la bonne mise en œuvre des politiques commerciales définies, Effectuer un reporting régulier de votre activité auprès de votre manager.",Bac+4
" Vous aurez la responsabilité commerciale sur un portefeuille limité de nos grands clients. Vous serez responsable des réalisations, du suivi, du développement et de la fidélisation de votre portefeuille. A ce titre, vos principales attributions seront de : Réaliser les objectifs commerciaux sur votre portefeuille. Fidéliser et développer le niveau d'activité sur votre portefeuille. Assurer un haut niveau de satisfaction client sur votre portefeuille. Assurer une veille concurrentielle active. Veiller à la bonne mise en œuvre des politiques commerciales définies Effectuer un reporting régulier de votre activité auprès de la Direction.",Bac+5
" En tant qu’Ingénieur Technico Commercial, vous aurez la responsabilité de dimensionner les réponses techniques aux demandes de nos clients. Ces demandes requièrent une maîtrise des offres du marché IT. Vous serez responsable de la qualité de nos réponses techniques et aussi du chiffre d'affaires généré par ses solutions. A ce titre, vos principales attributions seront de : Dimensionner les solutions techniques pour nos clients. Faire équipe avec nos Accounts Managers pour maximiser la satisfaction et la fidélisation de nos clients.",Bac+4
" • Piloter le support client : Administrer, supporter et maintenir la continuité du bon fonctionnement des postes de travail conformément à l’environnement des centres d’appels. • Gérer/superviser les équipements informatiques du site et assurer un soutien dans le support technique auprès de l’équipe IT. • Assurer la continuité du service de production : assister l'équipe IT Locale et les services partagés sur la région EMEA (téléphonie, réseaux, système, applicatif…) pour le diagnostic et la résolution des incidents majeurs (P1/P2). • Maximiser la qualité du service en assurant une résolution efficace des problèmes, en adoptant des changements effectifs et en utilisant des méthodes proactives et préventives dans le travail. • Assurer la livraison les projets Client/IT Corporate dans les délais et s'assurer que les escalades sont correctement gérées. • S’assurer que le client est largement satisfait avec les services informatiques fournis et prendre l’initiative de mettre en place les actions nécessaires afin de minimiser les coûts. • Optimiser la valeur du business à partir des services informatiques fournis. • Bon relationnel : Tisser un lien solide avec les opérations/clients pour être à l’écoute des besoins et mettre en place les solutions adaptées. • S’assurer que les process relatifs à la gestion des changements Informatiques, à la planification et la gestion des risques sont respectés • Assurer un rôle de conseil, d’assistance, de sensibilisation, d’alerte et de préconisation auprès de nos clients / Opérations (SPOC technique). • Veiller à la mise en place de la politique de sécurité des Systèmes d’information Client/Foundever. • Participer aux Audit Internes, audit Clients. • Assurer la gestion des priorités des tâches assignées",Bac+2
" Pour le compte d' ALTADOS By Niji , nous somme à la recherche d'un « Testeur Automatisation », et ce pour un contrat en CDI. Des spécialistes du test manuel et automatisé doivent être intégrés aux équipes de développement. Cette activité regroupe : · La conception, rédaction et réalisation de tests, · La saisie dans l'outil adéquat et le suivi des résultats. · L’optimisation du taux d'automatisation des tests. Production d’indicateurs sur le sujet. · Le maintien d’un référentiel de test · La participation à toute communauté de pratique s’il en existe sur le périmètre (ex : Cercle Stratégie de test du Train Identité Numérique). · La coordination avec une System Team ou autre pour la mise en place de test End-to-end (sur plusieurs entités/équipes…), · La participation à l’élaboration de la stratégie de test. · Le maintien des environnements de tests, en particulier des jeux de données.",Bac+5
" Vos missions : Diagnostiquer et résoudre à distance des incidents matériels et logiciels, enregistrer les étapes dans notre outil de ticketing, gérer les escalades et enrichir notre base de connaissances",Bac+5
" Vos principales activités seront : En tant que développeur : Participer aux développements et aux tests ; Proposer des solutions innovantes ; Participer aux activités d’étude/exploration ; Interagir avec les PO fonctionnels pour les aider à définir et à concevoir leurs besoins techniques ; Coordonner toute la chaîne de production, à la fois en interaction direct avec les POS et les autres équipes en relation avec le projet (exploitation, autres fournisseurs) et aussi avec les équipes de développement ; Garantir la production et l’animation de la conception (proposition des solutions techniques, animation d’ateliers) ; Gestion des livraisons : assurer le packaging, déposer les livraisons sur différentes plateformes, gestion des versions ; Maintenir et améliorer la chaîne CI/CD du projet. Ces activités sont réalisées au sein d’une équipe Agile.",Bac+5
" En tant que Concepteur Développeur Full Stack, vous aurez comme principales missions : • Contribuer aux phases de conception des évolutions en amont ; • Participer avec l’équipe à l’analyse et au chiffrage des Users Stories avant leur intégration au sprint ; • Développer des User Stories fonctionnelles et techniques ; • Participer à la maintenance corrective et au soutien utilisateurs ; • Respecter les bonnes pratiques du développement logiciel ; • Rédiger et réaliser les scénarios et cas de test unitaire nécessaires pour valider les user stories ; • Réaliser la documentation technique sur l'existant et les nouveaux modules ; • Participer aux cérémonies et ateliers agiles ; • Respecter la gestion de configuration et assurer les livraisons logicielles ; • Respecter les normes de sécurité ; • Être force de proposition sur les améliorations techniques à réaliser sur l’existant.",Bac+5
" En tant que Tech Lead: Participer aux développements et aux tests ; Proposer des solutions innovantes ; Participer aux activités d’étude/exploration ; Interagir avec les PO fonctionnels pour les aider à définir et à concevoir leurs besoins techniques ; Coordonner toute la chaîne de production, à la fois en interaction direct avec les POS et les autres équipes en relation avec le projet (exploitation, autres fournisseurs) et aussi avec les équipes de développement ; Garantir la production et l’animation de la conception (proposition des solutions techniques, animation d’ateliers) ; Gestion des livraisons : assurer le packaging, déposer les livraisons sur différentes plateformes, gestion des versions ; Maintenir et améliorer la chaîne CI/CD du projet.",Bac+5
" Dans le cadre du développement de nos nouveaux projets, nous recrutons un consultant technico fontionnel FI-AA (ou poste FI avec ABAP) avec une connaissance de la comptabilité et les immobilisations. Fonctions et responsabilités Analyse du besoin. Rédaction des SFD Fourniture des chiffrages. Paramétrage et conception Recette. Suivi et traitement du backlog. Reporting Animation des réunions Client",Bac+5
" En tant qu'Ingénieur Support Franco-Anglophone, vos principales missions sont : Comprendre la demande utilisateur, se référer à une base de connaissance et bonnes pratiques ; Analyser la demande utilisateur, pour apporter la solution la mieux adaptée ; Rechercher des solutions via le site de l’éditeur ; Identifier les impacts techniques et fonctionnels de la solution proposée ; Solliciter les bonnes parties prenantes ; Tester la mise en place de la solution apportée ; Distinguer ce qui est faisable de ce qui ne l’est pas ; Échanger par écrit, mais aussi à l’oral, de manière synthétique et ciblée en français comme en anglais ; Enrichir une base de connaissance commune à l’équipe.",Bac+5
" Dans le cadre de notre centre de services international à Casablanca, nous recrutons des développeurs sur des solutions cloud embarquées dans les domaines de la Data et de l’intelligence artificielle. Ces profils doivent être dotés de compétences techniques Python, cloud (idéalement cloud public google) pour assurer le développement des solutions dont ils assureront également l’exploitation. Rattaché à la Direction du Système d’Information Data IA, vous serez au cœur des programmes d’amélioration de l’expérience client, au sein d’une équipe d’ingénierie qui imagine, conçoit et implémente les solutions data de demain. Venez en particulier contribuer aux projets de migration sur le cloud public de nos principaux gisements de données, utiles à nos différents canaux de ventes, équipes marketing et techniques. C'est l'opportunité de travailler sur les dernières technologies du marché, de pouvoir proposer des solutions innovantes et d'acquérir une expertise reconnue au sein du groupe. Vous serez amené dans le cadre d’un projet agile à: Concevoir la solution dans son ensemble ; Rédiger des user stories techniques pour expliciter le besoin à implémenter ; Partager les bonnes pratiques de développement python et diffuser une culture Craftsmanship avec des pratiques de TDD, pair programming, refactoring ; Contribuer à l’industrialisation des développements ; Animer l’équipe de développement ; Contribuer aux développements des nouvelles fonctionnalités.",Bac+5
" Vos principales missions: Votre mission, sera d’amener les équipes accompagnées vers la voie de l’autonomie et de la performance. Vous opérez dans des environnements très hétérogènes aussi bien d’un point de vue technique qu’humain (développement interne, forfait, near shore, équipes intégrées, équipes en silos …) Amener les équipes accompagnées vers la voie de l’autonomie et de la performance; Acculturer et évaluer la maturité Agile - DevOps; Emerger des plans d'action afin d'optimiser le flux de travail de bout en bout et d’ancrer la pratique d’amélioration continue; Aider à prendre en main des outils de pilotage comme Jira, Confluence ou iObeya (et éventuellement certains outils techniques); Aider le collectif à définir ses indicateurs de performance et les moyens de les suivre; Effectuer le cadrage de la mission d’accompagnement; S’assurer que les prérequis au succès de l’approche agile sont réunis par l’équipe accompagnée; Adapter et piloter l’approche agile choisie au contexte particulier du projet / programme; Mobiliser et coacher l’équipe projet à la méthode agile; Superviser l’ensemble des travaux de coaching et d’accompagnement du projet; Mesurer régulièrement la maturité de l’équipe accompagnée; Acculturer l’équipe programme et les représentants des projets contributeurs à la méthode agile; Effectuer un bilan de l’accompagnement et le partager avec ses pairs (REX).",Bac+5
" Pour accompagner la croissance de notre centre de services international de Casablanca, nous recrutons un Business Analyst. Vos principales missions seront de : Implémenter la mise en place des nouvelles offres Grand Public d’Orange France dans l’outil Castor : paramétrage et tests unitaires ; Participer à la mise en place des nouvelles fonctionnalités applicatives de Soft impactant le catalogue ; Assurer la correction d’anomalies sur l’ensemble des univers et projets (Home, Mobile, Soutien, Projets métiers, …) ; Etre force de propositions pour l’amélioration de notre organisation et de nos outils ; Participer aux actions de tests en mode Cross-Checking ; Apporter son soutien aux développeurs de l’application soft sur l’intégration et l’utilisation du catalogue ; Permettre aux équipes de qualification (interne, soft & palier) de réaliser leurs campagnes de tests ; Participer à toutes les réunions organisées dans le cadre du mode agile ; Participer à toutes les réunions organisées dans le cadre des différentes tâches ; Participer à la montée en compétence des nouveaux arrivants.",Bac+5
" Pour accompagner la croissance de notre activité au sein du centre de services international de Casablanca, nous recrutons un Product Owner. L'objectif de ce rôle et de devenir le référent fonctionnel du domaine Homologation et le pilote de l’ensemble des activités liées à la construction de ce nouveau composant SI : Construction d’un nouveau composant dans le SI Orange Grande diversité des activités (études, conception, définition des APIs, gestion du backlog, rédaction des Jiras, qualification, support au métier, pilotage planning et budget, …) Forte autonomie Mode de delivery en mode agile Livrables attendus Spécifications fonctionnelles Swagger des APIs Chiffrages et plannings Backlog et Jiras Plans et résultats de tests",Bac+5
" Missions : Vous intégrez une équipe de plusieurs ingénieurs Qualité de Service et Optimisation radio, où vous êtes en charge de réaliser des études d’ingénierie RAN (Suivi de qualité et optimisation) pour les filiales embarquées dans le REC, et d’assurer la cohérence du paramétrage et de l’activation des fonctionnalités radio 2G, 3G, 4G, et 5G dans le temps. Vous serez également en soutien des filiales embarquées sur le REC pour assurer l’évolution technologique des sites radio existants à travers le pilotage de trials technologiques et encadrer l’application de recommandations Groupe pour répondre aux attentes de nos clients en matière d’amélioration de la Qualité de Service Radio. En termes d’activité continue pour nos clients, vous participerez à l’analyse de traces drive tests et l’opération d’outils d’optimisation automatiques (C-SON) pour opérer une amélioration continue de la performance Radio. Activités: En qualité d’ingénieur Qualité de Service et Optimisation radio, vos principales activités seront notamment de : Implémentation de règles d’ingénierie et recommandations en paramétrage et fonctionnalités du Groupe annuellement dans les filiales (audit puis support à trial et implémentation) ; Support aux filiales dans des trials locaux sur les évolutions technologiques du réseau radio ; Analyses de drive tests et call traces périodiquement dans le cadre de campagnes QoS, ou à la demande dans le cadre d’acceptance de clusters (nouveaux sites, swaps….) ; Audits réguliers du paramétrage radio (incluant les audits d’opération des MSP) et opération des fonctions d’automatisation de l’optimisation radio (opération d’outils C-SON suivant les recommandations Groupe) ; Support Niveau 1 aux filiales pour l’optimisation radio, pour accompagner les équipes locales dans l’optimisation locale.",Bac+5
" Missions : - Construire des masters OS Windows selon les exigences Orange ; les cibles sont les machines physiques, les environnements virtualisés sur base ESX ainsi que des images Docker - Conseil sur les choix/orientations techniques sur le périmètre technique du projet - Assurer du support sur les configurations intégrées dans le cadre de la construction des masters RHEL & Ubuntu - Installer et configurer des serveurs Windows (machines physiques et virtuels (ESX)) - Rédaction documentaire en français et en anglais (Cahier des charges, spécifications techniques, cahier de recette, bulletins techniques, …). - Assurer la veille sécurité sur les OS - Développement de scripts",Bac+5
" Vous êtes responsable du projet SI d’une collection commerciale qui sont lancées six fois par an. A ce titre , vos principales missions sont : Initialiser, piloter et contrôler le projet durant tout son cycle de vie (chiffrage, arbitrage, conception, paramétrage, qualification, mise en production et suivi post-mise en production); Piloter la communication et la coordination entre les parties prenantes : marketing, études, analystes, administrateurs, qualification, responsable de solution des projets d’offres, lancement d’offres... Piloter la gestion des changements et assurez la meilleure adéquation finale entre qualité, exigences clients et capacités sous contrainte du respect de la date de lancement; Définir les actions de capitalisation en fin de projet dans un objectif d’amélioration continue; Définir et appliquer le plan de management de projet de la collection; Piloter la définition du scope du projet en représentant les catalogues SI aux réunions de cadrage, chiffrage, priorisation et arbitrage et vous assurez le suivi des changements; Gérer le planning détaillé des opérations; Définir les risques et pilotez leur suivi; Organiser et animer les réunions, comités, passage de jalons dans le cadre de votre projet; Assurer l’assurance qualité du projet dans le respect des règles de gouvernance : passage des jalons, suivi dans notre SI de gestion, audit SOX... Gérer rigoureusement et challengez les consommés, reste-à-faire et reste-à-lancer au niveau production et projet métier; Assurer les communications et le reporting du projet; Piloter les changements de périmètre et demandes fast track; Vos principaux interlocuteurs seront : La Direction Roadmap et Programme de DGP Les PMO des lignes de marché marketing Les responsables de solution des projets études Les équipes d’études, de production catalogues, des catalogues partenaires, du digital, de la qualification… Les atouts du poste : Transversalité, relation forte avec les entités business GP et PRO et la Direction Roadmap et Programme de DGP; Vous intégrerez le domaine des Collections qui déploie six fois par an de nouvelles offres sur les dimensions commercialisation, accompagnement terrain, communication et SI; Vous serez au cœur du business d’Orange France en travaillant sur les offres Home, Mobile et Convergentes GP et PRO; Vous pilotez des projets très transverses avec un enjeu business important. Vous disposez d’une large autonomie dans votre management de projet; Vous intégrerez une équipe dynamique et solidaire, orientée client et mobilisée pour réussir chaque collection.",Bac+5
